#Testlevel

#Red Green Blue ;the higher the brighter ;>none< leads to no shadow
shadow:
none

time_mode:
DAY

spawnpoints:
#ID												;PosX;PosY	;Direction
exit											;07		;28			;east
default								;25		;23			;north
ladder									;31		;11				;north
elevator							;31		;34			;south
meteor_capsule	;24		;19			;east

tiledefinition:
#File name convention: inner if wall around player + direction ;outer if player can go around wall + direction of corner
#Naming: FChs_0  ShortName-[wall-hull-roof-floor]-[direction]-[number]
#layer: 0 => on floor ;1 => player hight ;2 => above player
#Floor
#code     ;name        ;spritename        										;blocker		;heightLayer		;fps ;totalFrames  ;cols ;rows ;frameWidth ;frameHeight ;hitboxOffsetX ;hitboxOffsetY ;hitBoxWidth ;hitBoxHeight ;lightning ;dialogueId ;dialogueFile ;unused0 ;unused1 ;unused2 ;unused3 ;unused4
black_    ;black							;img/void_64_64														;false				;0											;0			;0												;0				;0				;0										;0											;0													;0														;0										;0												;none 						;none							;none									;unused0 ;unused1 ;unused2 ;unused3 ;unused4
007 ;black_  ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;black_ ;black_
008 ;black_  ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;space0 ;______ ;______ ;space1 ;______ ;______ ;space2 ;______ ;______ ;space3 ;______ ;______ ;space1 ;______ ;______ ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;black_ ;black_
009 ;black_  ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;space2 ;______ ;______ ;______ ;space1 ;______ ;______ ;______ ;space2 ;______ ;______ ;______ ;space3 ;______ ;______ ;______ ;space0 ;______ ;______ ;______ ;black_ ;black_
010 ;black_  ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;black_ ;black_
011 ;black_  ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;black_ ;black_
012 ;black_  ;space0 ;______ ;______ ;______ ;space1 ;______ ;______ ;______ ;space2 ;______ ;______ ;______ ;space3 ;______ ;______ ;______ ;spaceC ;______ ;______ ;______ ;space1 ;______ ;______ ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;black_ ;black_
013 ;black_  ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;TRf__0 ;TRf__0 ;black_ ;black_ ;black_ ;black_ ;TRf__0 ;TRf__0 ;TRf__0 ;black_ ;black_ ;black_ ;black_ ;TRf__0 ;TRf__0 ;space3 ;______ ;______ ;______ ;space0 ;______ ;______ ;______ ;space3 ;______ ;______ ;______ ;space1 ;______ ;______ ;______ ;space2 ;______ ;______ ;______ ;black_ ;black_
014 ;black_  ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;TRf__0 ;TRf__0 ;black_ ;black_ ;black_ ;black_ ;TRf__0 ;TRf__0 ;TRf__0 ;black_ ;black_ ;black_ ;black_ ;TRf__0 ;TRf__0 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;black_ ;black_
015 ;black_  ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;black_ ;black_ ;black_ ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;black_ ;black_
016 ;black_  ;space1 ;______ ;______ ;______ ;space2 ;______ ;______ ;______ ;space3 ;______ ;______ ;______ ;space1 ;______ ;______ ;______ ;space1 ;______ ;______ ;______ ;space2 ;______ ;______ ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;black_ ;black_ ;black_ ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;black_ ;black_
017 ;black_  ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;space1 ;______ ;______ ;______ ;space1 ;______ ;______ ;______ ;space1 ;______ ;______ ;______ ;space2 ;______ ;______ ;______ ;space3 ;______ ;______ ;______ ;black_ ;black_
018 ;black_  ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;black_ ;black_
019 ;black_  ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;______ ;______ ;______ ;______ ;TRf__0 ;TRf__0 ;black_ ;black_ ;black_ ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;black_ ;black_ ;black_ ;TRf__0 ;TRf__0 ;______ ;______ ;______ ;______ ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_
020 ;black_  ;space2 ;______ ;______ ;______ ;space3 ;______ ;______ ;______ ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;______ ;space3 ;black_ ;black_ ;TRf__0 ;TRf__0 ;black_ ;black_ ;black_ ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;black_ ;black_ ;black_ ;TRf__0 ;TRf__0 ;______ ;______ ;______ ;______ ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_
021 ;black_  ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;______ ;______ ;TRf__0 ;TRf__1 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__1 ;TRf__0 ;black_ ;black_ ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_
022 ;black_  ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;______ ;______ ;TRf__0 ;TRf__1 ;TRf__0 ;TRf__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRf__0 ;TRf__0 ;TRf__1 ;TRf__0 ;black_ ;black_ ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_
023 ;black_  ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;space1 ;______ ;______ ;______ ;TRf__0 ;TRf__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRf__0 ;TRf__0 ;space2 ;______ ;______ ;______ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_
024 ;black_  ;space3 ;______ ;______ ;______ ;space0 ;______ ;______ ;______ ;space1 ;______ ;______ ;______ ;space2 ;______ ;______ ;______ ;space3 ;______ ;______ ;______ ;space0 ;______ ;______ ;TRf__0 ;TRf__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRf__0 ;TRf__0 ;______ ;______ ;______ ;______ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_
025 ;black_  ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;TRf__0 ;TRf__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRf__0 ;TRf__0 ;______ ;______ ;______ ;______ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_
026 ;black_  ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;TRf__0 ;TRf__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRf__0 ;TRf__0 ;______ ;______ ;______ ;______ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_
027 ;black_  ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;TRf__0 ;TRf__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRf__0 ;TRf__0 ;space0 ;______ ;______ ;______ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_
028 ;black_  ;space0 ;______ ;______ ;______ ;space1 ;______ ;______ ;______ ;space2 ;______ ;______ ;______ ;space3 ;______ ;______ ;______ ;space2 ;______ ;______ ;______ ;space1 ;______ ;______ ;TRf__0 ;TRf__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRf__0 ;TRf__0 ;______ ;______ ;______ ;______ ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_
029 ;black_  ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;TRf__0 ;TRf__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRf__0 ;TRf__0 ;______ ;______ ;______ ;______ ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_
030 ;black_  ;______ ;______ ;concr0 ;concr0 ;concr0 ;concr0 ;concr0 ;concr0 ;concr0 ;concr0 ;concr0 ;concr0 ;concr0 ;concr0 ;concr0 ;concr0 ;concr0 ;concr0 ;concr0 ;concr0 ;black_ ;TRf__0 ;TRf__1 ;TRf__0 ;TRf__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRf__0 ;TRf__0 ;TRf__1 ;TRf__0 ;______ ;______ ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_
031 ;black_  ;______ ;______ ;concr0 ;concr0 ;concr0 ;concr0 ;concr0 ;concr0 ;concr0 ;concr0 ;concr0 ;concr0 ;concr0 ;concr0 ;concr0 ;concr0 ;concr0 ;concr0 ;concr0 ;concr0 ;black_ ;TRf__0 ;TRf__1 ;TRf__0 ;TRf__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRf__0 ;TRf__0 ;TRf__1 ;TRf__0 ;black_ ;black_ ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_
032 ;black_  ;space1 ;______ ;______ ;______ ;space2 ;______ ;______ ;______ ;space3 ;______ ;______ ;______ ;space0 ;______ ;______ ;______ ;space1 ;______ ;______ ;______ ;space2 ;______ ;______ ;TRf__0 ;TRf__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRf__0 ;TRf__0 ;space1 ;______ ;______ ;______ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_
033 ;black_  ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;TRf__0 ;TRf__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRr__0 ;TRf__0 ;TRf__0 ;______ ;______ ;______ ;______ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_
034 ;black_  ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;TRf__0 ;TRf__0 ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;TRf__0 ;TRf__0 ;______ ;______ ;______ ;______ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_
035 ;black_  ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;TRf__0 ;TRf__0 ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;TRf__0 ;TRf__0 ;______ ;______ ;______ ;______ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_
036 ;black_  ;space2 ;______ ;______ ;______ ;space3 ;______ ;______ ;______ ;space0 ;______ ;______ ;______ ;space1 ;______ ;______ ;______ ;space2 ;______ ;______ ;______ ;space3 ;______ ;______ ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__1 ;elev__ ;______ ;______ ;TRf__1 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;space2 ;______ ;______ ;______ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_
037 ;black_  ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;______ ;______ ;______ ;______ ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__1 ;______ ;______ ;______ ;TRf__1 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;______ ;______ ;______ ;______ ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_
038 ;black_  ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;______ ;______ ;______ ;______ ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__1 ;TRf__1 ;TRf__1 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;______ ;______ ;______ ;______ ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_
039 ;black_  ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;______ ;______ ;TRf__0 ;TRf__1 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__1 ;TRf__0 ;black_ ;black_ ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_
040 ;black_  ;space3 ;______ ;______ ;______ ;space0 ;______ ;______ ;______ ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;______ ;space0 ;TRf__0 ;TRf__1 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__1 ;TRf__0 ;black_ ;black_ ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;FCf__0 ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_
041 ;black_  ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;space0 ;______ ;______ ;______ ;space1 ;______ ;______ ;______ ;space2 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;TRf__1 ;TRf__1 ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;TRf__1 ;TRf__1 ;black_ ;space2 ;______ ;______ ;space3 ;______ ;______ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_
042 ;black_  ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;black_ ;TRf__0 ;TRf__1 ;TRf__1 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__1 ;TRf__1 ;TRf__0 ;______ ;______ ;______ ;______ ;______ ;______ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_
043 ;black_  ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;black_ ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;______ ;______ ;______ ;______ ;______ ;______ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_
044 ;black_  ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;black_ ;black_ ;black_ ;black_ ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;TRf__0 ;______ ;______ ;______ ;______ ;______ ;______ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_
045 ;black_  ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;black_ ;black_ ;black_ ;black_ ;TRf__0;TRf__0;TRf__0;TRf__0;TRf__0;TRf__0;TRf__0;TRf__0;TRf__0;TRf__0;TRf__0;TRf__0;TRf__0;space0;______;______;space1;______;______;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_
046 ;black_  ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;black_ ;black_ ;black_ ;black_ ;TRf__0;TRf__0;TRf__0;TRf__0;TRf__0;TRf__0;TRf__0;TRf__0;TRf__0;TRf__0;TRf__0;TRf__0;TRf__0;______;______;______;______;______;______;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_
